image_name,absolute_path,label
coffee_004687_2 (1045).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004687_2 (1045).jpg,Arabica_coffee___Healthy
coffee_004688_2 (1041).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004688_2 (1041).jpg,Arabica_coffee___Healthy
coffee_004689_2 (1053).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004689_2 (1053).jpg,Arabica_coffee___Healthy
coffee_004690_2 (1060).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004690_2 (1060).jpg,Arabica_coffee___Healthy
coffee_004691_2 (1040).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004691_2 (1040).jpg,Arabica_coffee___Healthy
coffee_004692_2 (1043).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004692_2 (1043).jpg,Arabica_coffee___Healthy
coffee_004693_2 (1055).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004693_2 (1055).jpg,Arabica_coffee___Healthy
coffee_004694_2 (1058).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004694_2 (1058).jpg,Arabica_coffee___Healthy
coffee_004695_2 (1046).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004695_2 (1046).jpg,Arabica_coffee___Healthy
coffee_004696_2 (1044).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004696_2 (1044).jpg,Arabica_coffee___Healthy
coffee_004697_2 (1047).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004697_2 (1047).jpg,Arabica_coffee___Healthy
coffee_004698_2 (1048).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004698_2 (1048).jpg,Arabica_coffee___Healthy
coffee_004699_2 (105).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004699_2 (105).jpg,Arabica_coffee___Healthy
coffee_004700_2 (1038).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004700_2 (1038).jpg,Arabica_coffee___Healthy
coffee_004701_2 (1039).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004701_2 (1039).jpg,Arabica_coffee___Healthy
coffee_004702_2 (102).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004702_2 (102).jpg,Arabica_coffee___Healthy
coffee_004703_2 (1025).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004703_2 (1025).jpg,Arabica_coffee___Healthy
coffee_004704_2 (1028).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004704_2 (1028).jpg,Arabica_coffee___Healthy
coffee_004705_2 (104).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004705_2 (104).jpg,Arabica_coffee___Healthy
coffee_004706_2 (1037).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004706_2 (1037).jpg,Arabica_coffee___Healthy
coffee_004707_2 (1021).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004707_2 (1021).jpg,Arabica_coffee___Healthy
coffee_004708_2 (1023).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004708_2 (1023).jpg,Arabica_coffee___Healthy
coffee_004709_2 (1018).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004709_2 (1018).jpg,Arabica_coffee___Healthy
coffee_004710_2 (1034).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004710_2 (1034).jpg,Arabica_coffee___Healthy
coffee_004711_2 (1020).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004711_2 (1020).jpg,Arabica_coffee___Healthy
coffee_004712_2 (1027).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004712_2 (1027).jpg,Arabica_coffee___Healthy
coffee_004713_2 (1022).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004713_2 (1022).jpg,Arabica_coffee___Healthy
coffee_004714_2 (1032).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004714_2 (1032).jpg,Arabica_coffee___Healthy
coffee_004715_2 (1026).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004715_2 (1026).jpg,Arabica_coffee___Healthy
coffee_004716_2 (103).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004716_2 (103).jpg,Arabica_coffee___Healthy
coffee_004717_2 (1019).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004717_2 (1019).jpg,Arabica_coffee___Healthy
coffee_004718_2 (1036).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004718_2 (1036).jpg,Arabica_coffee___Healthy
coffee_004719_2 (1035).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004719_2 (1035).jpg,Arabica_coffee___Healthy
coffee_004720_2 (1033).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004720_2 (1033).jpg,Arabica_coffee___Healthy
coffee_004721_2 (1030).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004721_2 (1030).jpg,Arabica_coffee___Healthy
coffee_004722_2 (1029).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004722_2 (1029).jpg,Arabica_coffee___Healthy
coffee_004723_2 (1024).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004723_2 (1024).jpg,Arabica_coffee___Healthy
coffee_004724_2 (1031).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004724_2 (1031).jpg,Arabica_coffee___Healthy
coffee_004725_2 (1010).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004725_2 (1010).jpg,Arabica_coffee___Healthy
coffee_004726_2 (1017).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004726_2 (1017).jpg,Arabica_coffee___Healthy
coffee_004727_10 (999).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004727_10 (999).jpg,Arabica_coffee___Healthy
coffee_004728_10 (997).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004728_10 (997).jpg,Arabica_coffee___Healthy
coffee_004729_2 (1009).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004729_2 (1009).jpg,Arabica_coffee___Healthy
coffee_004730_10 (998).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004730_10 (998).jpg,Arabica_coffee___Healthy
coffee_004731_2 (1004).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004731_2 (1004).jpg,Arabica_coffee___Healthy
coffee_004732_2 (1000).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004732_2 (1000).jpg,Arabica_coffee___Healthy
coffee_004733_2 (1013).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004733_2 (1013).jpg,Arabica_coffee___Healthy
coffee_004734_2 (1014).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004734_2 (1014).jpg,Arabica_coffee___Healthy
coffee_004735_2 (1002).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004735_2 (1002).jpg,Arabica_coffee___Healthy
coffee_004736_2 (1007).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004736_2 (1007).jpg,Arabica_coffee___Healthy
coffee_004737_2 (101).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004737_2 (101).jpg,Arabica_coffee___Healthy
coffee_004738_2 (100).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004738_2 (100).jpg,Arabica_coffee___Healthy
coffee_004739_2 (1005).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004739_2 (1005).jpg,Arabica_coffee___Healthy
coffee_004740_2 (1006).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004740_2 (1006).jpg,Arabica_coffee___Healthy
coffee_004741_2 (1001).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004741_2 (1001).jpg,Arabica_coffee___Healthy
coffee_004742_2 (1015).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004742_2 (1015).jpg,Arabica_coffee___Healthy
coffee_004743_2 (1012).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004743_2 (1012).jpg,Arabica_coffee___Healthy
coffee_004744_2 (1016).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004744_2 (1016).jpg,Arabica_coffee___Healthy
coffee_004745_2 (10).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004745_2 (10).jpg,Arabica_coffee___Healthy
coffee_004746_2 (1).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004746_2 (1).jpg,Arabica_coffee___Healthy
coffee_004747_2 (1008).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004747_2 (1008).jpg,Arabica_coffee___Healthy
coffee_004748_2 (1003).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004748_2 (1003).jpg,Arabica_coffee___Healthy
coffee_004749_2 (1011).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004749_2 (1011).jpg,Arabica_coffee___Healthy
coffee_004750_10 (990).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004750_10 (990).jpg,Arabica_coffee___Healthy
coffee_004751_10 (991).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004751_10 (991).jpg,Arabica_coffee___Healthy
coffee_004752_10 (992).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004752_10 (992).jpg,Arabica_coffee___Healthy
coffee_004753_10 (994).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004753_10 (994).jpg,Arabica_coffee___Healthy
coffee_004754_10 (993).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004754_10 (993).jpg,Arabica_coffee___Healthy
coffee_004755_10 (99).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004755_10 (99).jpg,Arabica_coffee___Healthy
coffee_004756_10 (988).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004756_10 (988).jpg,Arabica_coffee___Healthy
coffee_004757_10 (986).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004757_10 (986).jpg,Arabica_coffee___Healthy
coffee_004758_10 (995).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004758_10 (995).jpg,Arabica_coffee___Healthy
coffee_004759_10 (987).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004759_10 (987).jpg,Arabica_coffee___Healthy
coffee_004760_10 (98).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004760_10 (98).jpg,Arabica_coffee___Healthy
coffee_004761_10 (996).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004761_10 (996).jpg,Arabica_coffee___Healthy
coffee_004762_10 (985).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004762_10 (985).jpg,Arabica_coffee___Healthy
coffee_004763_10 (981).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004763_10 (981).jpg,Arabica_coffee___Healthy
coffee_004764_10 (975).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004764_10 (975).jpg,Arabica_coffee___Healthy
coffee_004765_10 (980).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004765_10 (980).jpg,Arabica_coffee___Healthy
coffee_004766_10 (979).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004766_10 (979).jpg,Arabica_coffee___Healthy
coffee_004767_10 (989).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004767_10 (989).jpg,Arabica_coffee___Healthy
coffee_004768_10 (977).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004768_10 (977).jpg,Arabica_coffee___Healthy
coffee_004769_10 (983).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004769_10 (983).jpg,Arabica_coffee___Healthy
coffee_004770_10 (976).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004770_10 (976).jpg,Arabica_coffee___Healthy
coffee_004771_10 (982).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004771_10 (982).jpg,Arabica_coffee___Healthy
coffee_004772_10 (978).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004772_10 (978).jpg,Arabica_coffee___Healthy
coffee_004773_10 (974).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004773_10 (974).jpg,Arabica_coffee___Healthy
coffee_004774_10 (984).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004774_10 (984).jpg,Arabica_coffee___Healthy
coffee_004775_10 (968).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004775_10 (968).jpg,Arabica_coffee___Healthy
coffee_004776_10 (971).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004776_10 (971).jpg,Arabica_coffee___Healthy
coffee_004777_10 (970).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004777_10 (970).jpg,Arabica_coffee___Healthy
coffee_004778_10 (966).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004778_10 (966).jpg,Arabica_coffee___Healthy
coffee_004779_10 (967).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004779_10 (967).jpg,Arabica_coffee___Healthy
coffee_004780_10 (97).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004780_10 (97).jpg,Arabica_coffee___Healthy
coffee_004781_10 (963).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004781_10 (963).jpg,Arabica_coffee___Healthy
coffee_004782_10 (962).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004782_10 (962).jpg,Arabica_coffee___Healthy
coffee_004783_10 (961).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004783_10 (961).jpg,Arabica_coffee___Healthy
coffee_004784_10 (973).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004784_10 (973).jpg,Arabica_coffee___Healthy
coffee_004785_10 (96).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004785_10 (96).jpg,Arabica_coffee___Healthy
coffee_004786_10 (965).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004786_10 (965).jpg,Arabica_coffee___Healthy
coffee_004787_10 (972).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004787_10 (972).jpg,Arabica_coffee___Healthy
coffee_004788_10 (959).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004788_10 (959).jpg,Arabica_coffee___Healthy
coffee_004789_10 (952).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004789_10 (952).jpg,Arabica_coffee___Healthy
coffee_004790_10 (957).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004790_10 (957).jpg,Arabica_coffee___Healthy
coffee_004791_10 (956).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004791_10 (956).jpg,Arabica_coffee___Healthy
coffee_004792_10 (953).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004792_10 (953).jpg,Arabica_coffee___Healthy
coffee_004793_10 (960).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004793_10 (960).jpg,Arabica_coffee___Healthy
coffee_004794_10 (958).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004794_10 (958).jpg,Arabica_coffee___Healthy
coffee_004795_10 (951).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004795_10 (951).jpg,Arabica_coffee___Healthy
coffee_004796_10 (954).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004796_10 (954).jpg,Arabica_coffee___Healthy
coffee_004797_10 (969).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004797_10 (969).jpg,Arabica_coffee___Healthy
coffee_004798_10 (9484).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004798_10 (9484).jpg,Arabica_coffee___Healthy
coffee_004799_10 (9488).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004799_10 (9488).jpg,Arabica_coffee___Healthy
coffee_004800_10 (9479).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004800_10 (9479).jpg,Arabica_coffee___Healthy
coffee_004801_10 (9482).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004801_10 (9482).jpg,Arabica_coffee___Healthy
coffee_004802_10 (95).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004802_10 (95).jpg,Arabica_coffee___Healthy
coffee_004803_10 (9489).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004803_10 (9489).jpg,Arabica_coffee___Healthy
coffee_004804_10 (9478).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004804_10 (9478).jpg,Arabica_coffee___Healthy
coffee_004805_10 (9490).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004805_10 (9490).jpg,Arabica_coffee___Healthy
coffee_004806_10 (948).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004806_10 (948).jpg,Arabica_coffee___Healthy
coffee_004807_10 (9485).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004807_10 (9485).jpg,Arabica_coffee___Healthy
coffee_004808_10 (9475).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004808_10 (9475).jpg,Arabica_coffee___Healthy
coffee_004809_10 (949).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004809_10 (949).jpg,Arabica_coffee___Healthy
coffee_004810_10 (9486).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004810_10 (9486).jpg,Arabica_coffee___Healthy
coffee_004811_10 (9477).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004811_10 (9477).jpg,Arabica_coffee___Healthy
coffee_004812_10 (9487).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004812_10 (9487).jpg,Arabica_coffee___Healthy
coffee_004813_10 (9476).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004813_10 (9476).jpg,Arabica_coffee___Healthy
coffee_004814_10 (9474).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004814_10 (9474).jpg,Arabica_coffee___Healthy
coffee_004815_10 (9483).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004815_10 (9483).jpg,Arabica_coffee___Healthy
coffee_004816_10 (9480).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004816_10 (9480).jpg,Arabica_coffee___Healthy
coffee_004817_10 (950).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004817_10 (950).jpg,Arabica_coffee___Healthy
coffee_004818_10 (9473).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004818_10 (9473).jpg,Arabica_coffee___Healthy
coffee_004819_10 (9472).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004819_10 (9472).jpg,Arabica_coffee___Healthy
coffee_004820_10 (9481).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004820_10 (9481).jpg,Arabica_coffee___Healthy
coffee_004821_10 (9471).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004821_10 (9471).jpg,Arabica_coffee___Healthy
coffee_004822_10 (964).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004822_10 (964).jpg,Arabica_coffee___Healthy
coffee_004823_10 (955).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004823_10 (955).jpg,Arabica_coffee___Healthy
coffee_004824_10 (9470).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004824_10 (9470).jpg,Arabica_coffee___Healthy
coffee_004825_10 (9466).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004825_10 (9466).jpg,Arabica_coffee___Healthy
coffee_004826_10 (9467).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004826_10 (9467).jpg,Arabica_coffee___Healthy
coffee_004827_10 (9469).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004827_10 (9469).jpg,Arabica_coffee___Healthy
coffee_004828_10 (947).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004828_10 (947).jpg,Arabica_coffee___Healthy
coffee_004829_10 (9464).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004829_10 (9464).jpg,Arabica_coffee___Healthy
coffee_004830_10 (9468).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004830_10 (9468).jpg,Arabica_coffee___Healthy
coffee_004831_10 (9465).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004831_10 (9465).jpg,Arabica_coffee___Healthy
coffee_004832_10 (9463).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004832_10 (9463).jpg,Arabica_coffee___Healthy
coffee_004833_10 (9460).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004833_10 (9460).jpg,Arabica_coffee___Healthy
coffee_004834_10 (9461).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004834_10 (9461).jpg,Arabica_coffee___Healthy
coffee_004835_10 (9453).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004835_10 (9453).jpg,Arabica_coffee___Healthy
coffee_004836_10 (9457).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004836_10 (9457).jpg,Arabica_coffee___Healthy
coffee_004837_10 (9456).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004837_10 (9456).jpg,Arabica_coffee___Healthy
coffee_004838_10 (946).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004838_10 (946).jpg,Arabica_coffee___Healthy
coffee_004839_10 (9458).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004839_10 (9458).jpg,Arabica_coffee___Healthy
coffee_004840_10 (9451).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004840_10 (9451).jpg,Arabica_coffee___Healthy
coffee_004841_10 (9455).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004841_10 (9455).jpg,Arabica_coffee___Healthy
coffee_004842_10 (9452).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004842_10 (9452).jpg,Arabica_coffee___Healthy
coffee_004843_10 (9462).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004843_10 (9462).jpg,Arabica_coffee___Healthy
coffee_004844_10 (9448).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004844_10 (9448).jpg,Arabica_coffee___Healthy
coffee_004845_10 (9450).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004845_10 (9450).jpg,Arabica_coffee___Healthy
coffee_004846_10 (9454).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004846_10 (9454).jpg,Arabica_coffee___Healthy
coffee_004847_10 (9459).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004847_10 (9459).jpg,Arabica_coffee___Healthy
coffee_004848_10 (945).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004848_10 (945).jpg,Arabica_coffee___Healthy
coffee_004849_10 (9449).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004849_10 (9449).jpg,Arabica_coffee___Healthy
coffee_004850_10 (9438).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004850_10 (9438).jpg,Arabica_coffee___Healthy
coffee_004851_10 (944).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004851_10 (944).jpg,Arabica_coffee___Healthy
coffee_004852_10 (9446).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004852_10 (9446).jpg,Arabica_coffee___Healthy
coffee_004853_10 (9443).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004853_10 (9443).jpg,Arabica_coffee___Healthy
coffee_004854_10 (9437).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004854_10 (9437).jpg,Arabica_coffee___Healthy
coffee_004855_10 (9442).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004855_10 (9442).jpg,Arabica_coffee___Healthy
coffee_004856_10 (9444).jpg,C:/Users/sriha/Downloads/disease dataset/Arabica_coffee___Healthy/coffee_004856_10 (9444).jpg,Arabica_coffee___Healthy
